SI_NO,Title,HTTPS_Link,Link,Price,Stock
133,Throne of Glass (Throne of Glass #1),https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,throne-of-glass-throne-of-glass-1_868/index.html,35.07,In stock
134,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,59.64,In stock
135,Thirteen Reasons Why,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,thirteen-reasons-why_866/index.html,52.72,In stock
136,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,58.08,In stock
137,The Wedding Dress,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,the-wedding-dress_864/index.html,24.12,In stock
138,The Vacationers,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,the-vacationers_863/index.html,42.15,In stock
139,The Third Wave: An Entrepreneurâs Vision of the Future,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,12.61,In stock
140,The Stranger,https://books.toscrape.com/catalogue/the-stranger_861/index.html,the-stranger_861/index.html,17.44,In stock
141,The Shadow Hero (The Shadow Hero),https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,the-shadow-hero-the-shadow-hero_860/index.html,33.14,In stock
142,The Secret (The Secret #1),https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,the-secret-the-secret-1_859/index.html,27.37,In stock
143,The Regional Office Is Under Attack!,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,the-regional-office-is-under-attack_858/index.html,51.36,In stock
144,The Psychopath Test: A Journey Through the Madness Industry,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,36,In stock
145,The Project,https://books.toscrape.com/catalogue/the-project_856/index.html,the-project_856/index.html,10.65,In stock
146,The Power of Now: A Guide to Spiritual Enlightenment,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,43.54,In stock
147,The Omnivore's Dilemma: A Natural History of Four Meals,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,38.21,In stock
148,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,37.34,In stock
149,The Murder of Roger Ackroyd (Hercule Poirot #4),https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,44.1,In stock
150,The Mistake (Off-Campus #2),https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,the-mistake-off-campus-2_851/index.html,43.29,In stock
151,The Matchmaker's Playbook (Wingmen Inc. #1),https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,the-matchmakers-playbook-wingmen-inc-1_850/index.html,55.85,In stock
152,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,37.6,In stock
153,The Long Shadow of Small Ghosts: Murder and Memory in an American City,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,10.97,In stock
154,The Kite Runner,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,the-kite-runner_847/index.html,41.82,In stock
155,The House by the Lake,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,the-house-by-the-lake_846/index.html,36.95,In stock
156,The Glittering Court (The Glittering Court #1),https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,the-glittering-court-the-glittering-court-1_845/index.html,44.28,In stock
157,The Girl on the Train,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,the-girl-on-the-train_844/index.html,55.02,In stock
158,The Genius of Birds,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,the-genius-of-birds_843/index.html,17.24,In stock
159,The Emerald Mystery,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,the-emerald-mystery_842/index.html,23.15,In stock
160,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,41.25,In stock
161,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,32,In stock
162,The Artist's Way: A Spiritual Path to Higher Creativity,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,38.49,In stock
163,The Art of War,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,the-art-of-war_838/index.html,33.34,In stock
164,The Argonauts,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,the-argonauts_837/index.html,10.93,In stock
165,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,27.55,In stock
166,Suddenly in Love (Lake Haven #1),https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,suddenly-in-love-lake-haven-1_835/index.html,55.99,In stock
167,Something More Than This,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,something-more-than-this_834/index.html,16.24,In stock
168,Soft Apocalypse,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,soft-apocalypse_833/index.html,26.12,In stock
169,So You've Been Publicly Shamed,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,so-youve-been-publicly-shamed_832/index.html,12.23,In stock
170,Shoe Dog: A Memoir by the Creator of NIKE,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,23.99,In stock
171,"Shobu Samurai, Project Aryoku (#3)",https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,shobu-samurai-project-aryoku-3_830/index.html,29.06,In stock
172,Secrets and Lace (Fatal Hearts #1),https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,secrets-and-lace-fatal-hearts-1_829/index.html,20.27,In stock
173,Scarlett Epstein Hates It Here,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,scarlett-epstein-hates-it-here_828/index.html,43.55,In stock
174,Romero and Juliet: A Tragic Tale of Love and Zombies,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,36.94,In stock
175,Redeeming Love,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,redeeming-love_826/index.html,20.47,In stock
176,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,41.06,In stock
177,Poems That Make Grown Women Cry,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,poems-that-make-grown-women-cry_824/index.html,14.19,In stock
178,"Nightingale, Sing",https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,nightingale-sing_823/index.html,38.28,In stock
179,Night Sky with Exit Wounds,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,night-sky-with-exit-wounds_822/index.html,41.05,In stock
180,Mrs. Houdini,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,mrs-houdini_821/index.html,30.25,In stock
181,Modern Romance,https://books.toscrape.com/catalogue/modern-romance_820/index.html,modern-romance_820/index.html,28.26,In stock
182,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,10.76,In stock
183,Louisa: The Extraordinary Life of Mrs. Adams,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,louisa-the-extraordinary-life-of-mrs-adams_818/index.html,16.85,In stock
184,Little Red,https://books.toscrape.com/catalogue/little-red_817/index.html,little-red_817/index.html,13.47,In stock
185,Library of Souls (Miss Peregrineâs Peculiar Children #3),https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,48.56,In stock
186,Large Print Heart of the Pride,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,large-print-heart-of-the-pride_815/index.html,19.15,In stock
187,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,57.36,In stock
188,Hollow City (Miss Peregrineâs Peculiar Children #2),https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,hollow-city-miss-peregrines-peculiar-children-2_813/index.html,42.98,In stock
189,Grumbles,https://books.toscrape.com/catalogue/grumbles_812/index.html,grumbles_812/index.html,22.16,In stock
190,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,49.43,In stock
191,Frostbite (Vampire Academy #2),https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,frostbite-vampire-academy-2_810/index.html,29.99,In stock
192,Follow You Home,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,follow-you-home_809/index.html,21.36,In stock
193,First Steps for New Christians (Print Edition),https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,first-steps-for-new-christians-print-edition_808/index.html,29,In stock
194,Finders Keepers (Bill Hodges Trilogy #2),https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,finders-keepers-bill-hodges-trilogy-2_807/index.html,53.53,In stock
195,"Fables, Vol. 1: Legends in Exile (Fables #1)",https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,fables-vol-1-legends-in-exile-fables-1_806/index.html,41.62,In stock
196,Eureka Trivia 6.0,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,eureka-trivia-60_805/index.html,54.59,In stock
197,Drive: The Surprising Truth About What Motivates Us,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,drive-the-surprising-truth-about-what-motivates-us_804/index.html,34.95,In stock
198,Done Rubbed Out (Reightman & Bailey #1),https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,done-rubbed-out-reightman-bailey-1_803/index.html,37.72,In stock
199,Doing It Over (Most Likely To #1),https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,doing-it-over-most-likely-to-1_802/index.html,35.61,In stock
200,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,42.16,In stock
201,Dark Notes,https://books.toscrape.com/catalogue/dark-notes_800/index.html,dark-notes_800/index.html,19.19,In stock
202,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,19.43,In stock
203,Close to You,https://books.toscrape.com/catalogue/close-to-you_798/index.html,close-to-you_798/index.html,49.46,In stock
204,Chasing Heaven: What Dying Taught Me About Living,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,chasing-heaven-what-dying-taught-me-about-living_797/index.html,37.8,In stock
205,Big Magic: Creative Living Beyond Fear,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,big-magic-creative-living-beyond-fear_796/index.html,30.8,In stock
